f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请授权量(项),中等职业学校在校学生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),社会组织女性职工人数(人),1928,0.813378381943
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请授权量(项),入院人数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),303,0.813232870569
教育城镇单位就业人员工资总额(亿元),建筑业城镇单位就业人员(万人),新注册民用轻型载货汽车拥有量(万辆),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),福利彩票提取公益金(亿元),2376,0.813197769427
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),中等职业学校在校学生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),120,0.813122969111
固定资产投资(不含农户)住宅施工面积(万平方米),国内外观设计专利申请受理量(项),新注册民用载货汽车拥有量(万辆),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),1873,0.81306730281
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),2991,0.813001879878
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),公共图书馆参观展览人次(万人次),578,0.812817377644
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),村民委员会单位数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),631,0.812293852895
房地产开发企业住宅新开工房屋面积(万平方米),建筑业城镇单位就业人员(万人),中等职业学校毕业生数(万人),小学生师比(教师人数=1),特殊教育在校学生数(万人),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),办公楼销售额(亿元),国有建筑业房屋施工面积(万平方米),964,0.812239740519
房地产住宅投资(亿元),建筑业城镇单位就业人员工资总额(亿元),普通小学招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),966,0.81191524041
商品房销售面积(万平方米),中国公民收养登记数(件),医疗卫生机构门诊健康检查人数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),社会组织女性职工人数(人),3186,0.811812965889
房地产业全社会固定资产投资(亿元),建筑业城镇单位就业人员(万人),初中学校数(所),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),村民委员会数(个),办公楼销售额(亿元),城镇居民基本医疗保险年末参保人数(万人),531,0.811642906001
城镇住宅投资(亿元),国内外观设计专利申请授权量(项),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),1563,0.811497225151
房地产住宅投资(亿元),家庭儿童收养登记总数(件),乡村人口(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),2453,0.811200309449
房地产住宅投资(亿元),家庭儿童收养登记总数(件),乡村人口(万人),政府办医院病床使用率(%),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),新注册民用中型载客汽车拥有量(万辆),城镇居民医疗保险基金支出(万元),2452,0.811200309449
固定资产投资(不含农户)其他资金(亿元),建筑业城镇单位就业人员(万人),普通高中教职工数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),林业总产值指数(上年=100)(%),城镇居民基本医疗保险年末参保人数(万人),765,0.811119168525
1-5亿元房地产开发投资额(亿元),国内外观设计专利申请授权量(项),中等职业学校在校学生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体国内演出场次(千场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),办公楼销售额(亿元),社会组织女性职工人数(人),1927,0.810979471339
1-5亿元房地产开发投资额(亿元),建筑业城镇单位就业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),机动脱粒机数量(台),艺术表演团体机构数(个),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),城镇单位就业人员平均工资(元),城镇居民基本医疗保险年末参保人数(万人),1157,0.810939170228
全社会固定资产投资中其他资金(亿元),国内外观设计专利申请授权量(项),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体机构数(个),菜类商品零售价格指数(上年=100),农村集中供养五保人数(万人),城镇单位就业人员平均工资(元),国有建筑业房屋施工面积(万平方米),1565,0.810882190406
全社会住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高中在校学生数(万人),小学生师比(教师人数=1),特殊教育毕业生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),福利彩票提取公益金(亿元),116,0.810647661672
房地产开发住宅投资额(亿元),内资建筑业企业从业人员(万人),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),镇数(个),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),771,0.810621425073
房地产住宅投资(亿元),国内外观设计专利申请受理量(项),内地居民初婚登记(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体国内演出场次(千场次),菜类商品零售价格指数(上年=100),国家重点优抚对象定期补助人数(万人),办公楼销售额(亿元),城镇居民医疗保险基金收入(万元),1875,0.810519023037
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),777,0.810447931748
房地产开发住宅投资额(亿元),建筑业城镇单位就业人员工资总额(亿元),普通高等学校专科招生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象定期补助人数(万人),城镇单位就业人员平均工资(元),公路旅客周转量(亿人公里),774,0.810447931748
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),初中毕业生数(万人),小学生师比(教师人数=1),乡镇数(个),艺术表演团体演出场次(万场次),鲜菜类居民消费价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金累计结余(万元),1109,0.810376551965
全社会固定资产投资中其他资金(亿元),建筑业城镇单位就业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),基层医疗卫生机构床位数(万张),城镇单位就业人员平均工资(元),城镇居民医疗保险基金累计结余(万元),573,0.810232479647
房地产业全社会固定资产投资(亿元),内资建筑业企业从业人员(万人),中等职业学校预计毕业生数(万人),小学生师比(教师人数=1),特殊教育招生数(万人),艺术表演团体演出场次(万场次),菜类商品零售价格指数(上年=100),国家重点优抚对象(万人),林业总产值指数(上年=100)(%),城镇居民医疗保险基金支出(万元),2031,0.810209388885
